file,fbid,email,all_emails_in_image,raw_text
1341830774705625.jpg,1341830774705625,,,At RECHERCHE D D  SARL DE OLIVEIRA DIAS  ” INDÉPENDANT (MICRO-ENTREPRISE) À  MACON EXPERIMENTE EN MICRO-ENTREPRISE  EXPERIENCE CONFIRMEE EN MACONNERIE GENERALE  eS TRAVAIL SOIGNE ET ; SENS DES RESPONSABILITES  PERMIS B  n LES z= m i Ps > S$ = = = S = m  NOUS PROPOSONS :  [A MISSIONS RÉGULIÈRES ET VARIÉES [Vj COLLABORATION SUR LE LONG TERME POSSIBLE  [M ENVIRONNEMENT DE TRAVAIL SÉRIEUX ET CONVIVIAL  DE OLIVEIRA DIAS | @ 06 28 36 3140  ETAIS-LA-SAUVIN (89480)  fi À PROXIMITÉ IMMÉDIATE  DE L'ENTREP
4351101825036045.jpg,4351101825036045,,,"Le Collège Acbille Millien de Prémery recrute  Poste : Assistant(e) d’Education (AED) Contrat : CDD de droit public à 80% —  Vos Missions Au sein de la vie scolaire, vous jouez un rôle clé dans le quotidien des élèves :  « Encadrement : Assurer la sécurité et le respect des règles lors des récréations, de la pause déjeuner et des intercours.  « Suivi Administratif : Contrôle rigoureux des absences et des retards.  » Soutien : Accompagnement des collégiens lors des séances d'aide aux devoirs.  Pr"
1858871302083294.jpg,1858871302083294,,,"Assistant ADV et comptable H/F  [MISSIONS PRINCIPALES / ADMINISTRATIF : > Gérer les relations quotidiennes (appels, e-mails, livraisons...) > Contrôler et valider les commandes passées dans ERP  > Enregistrer les informations du matériel et gérer des fiches de production et plaques constructeurs  > Garantir le respect des normes de qualité et de livraison, ainsi que du respect des processus  COMPTABILITÉ CLIENT :  > Procéder à la facturation client, suivre les échéances et les impayés  > Réalise"
1670684291723794.jpg,1670684291723794,,,
1670684281723795.jpg,1670684281723795,,,
1670684261723797.jpg,1670684261723797,,,
1670684211723802.jpg,1670684211723802,,,PEN wh
1670684198390470.jpg,1670684198390470,,,
3101679323355243.jpg,3101679323355243,,,"POUR L'ÉTÉ 2026! FF  ù  eo .  9 L'ALSH René CHATOUT {À (anciennement Francheville), situé à Varennes-Vauzelles, recherche des animateurs et animatrices pour les périodes  de juillet et août 2026.  CONTRAT DISPONIBILITÉS PUBLIC ACCUEILLI :  CEE | juillet et/ou  : enfance / jeunesse | (Contrat d'Engagement août 2026 | (4à16 ans Éducatif) : :  répartis en  : quatre groupes) i  N Nous recherchons des personnes -  motivées, dynamiques et bienveillante: pour accompagner les enfants tout au long de l'é"
122251739492144454.jpg,122251739492144454,,,SOCIÉTÉ  =~ ARTS & GASTRONOMIE °  RECRUTEMENT /  BY REJOINS NOTRE ÉQUIPE DES MAINTENANT ! Ee  POSTE : <Q POSTE : He  ARTS&  SERVEU R(SE) PLONGEUR / GASTRONOMIE  EN RESTAURATION (H/F) * PLONGEUSE Tu es motivé(e) dynamique et tu recherches EN RESTAURATION (H/F)  un ein: ent? iy Tues motivé( iynamique et tu recherches  un nt?  SALAIRE : 1700€ BRUT / MOIS + POURBOIRES POSSIBLES & SALAIRE : 1700€ BRUT / MOIS Æ TES MISSIONS:  [© SERVEUR(SE) D PLONGEUR / PLONGEUSE  ie Sh -  2 PROFIL RECHERCHE :  @ Aucu
26159180720424110.jpg,26159180720424110,,,Lt MCE ECRUTONS  MENUISIER POSEUR  @ CDI - 39 heures vy) Salaire selon expérience iv] Prime paniers  Q NEVERS & MESVES/LOIRE  03.86.69.04.01 ro www.mce-centreloire.fr /
122151074222991116.jpg,122151074222991116,,,Anfiumiou WE (H/F)
122293463372066996.jpg,122293463372066996,,,Ut MCE ECRUTONS =  MENUISIER POSEUR  @ CDI - 39 heures rv) Salaire selon expérience @ Prime paniers  Q NEVERS & MESVES/LOIRE  03.86.69.04.01  www.mce-centreloire.fr ‘ie
122151060422991116.jpg,122151060422991116,,,Serveurs et plongeurs (H/F) @ 03.73.93.90.92  27 au 31 mai 2026 evers@actointerim. Magny-Cours © com
122135913525047459.jpg,122135913525047459,,,@ RECRUTEMENT EN COURS  AGENT  TIQUE  U Logistique -Magny 89200  | Démarrage immédiat | Jusqu'à mi-septembre | W® 40 postes disponibles  | Mission intérim  Viens directement en agence
1661805485945008.jpg,1661805485945008,,,
1661805472611676.jpg,1661805472611676,,,EQUIPE ESPERANCE
1661805425945014.jpg,1661805425945014,,,
1661805412611682.jpg,1661805412611682,,,
1661585202633703.jpg,1661585202633703,,,
1661585175967039.jpg,1661585175967039,,,oe con  Foe
1661585139300376.jpg,1661585139300376,,,
1661578059301084.jpg,1661578059301084,,,
1661578019301088.jpg,1661578019301088,,,oe con  Foe
1661577982634425.jpg,1661577982634425,,,
4476683912658297.jpg,4476683912658297,leptitzinc18@gmail.com,leptitzinc18@gmail.com,* Préparer et cuisiner les plats  * Garantir la qualité et la présentation des assiettes * Respecter les normes d'hygiène (HACCP) + Elaborer de nouvelles recettes  * Assurer la mise en place de la cuisine  O 35h/semaine  © leptitzinc18@gmail.com  F + us
10164417276568130.jpg,10164417276568130,,,"Nous recherchons une personne dynamique pour 4 la vente de fruits et légumes sur stands et marché: à Decize et alentours.  Poste saisonnier de début juin à fin août, à mi-temps ou à plein temps selon disponibilités.  Profil souhaité : bonne condition physique, sens commercial, expérience en vente appréciée.  @ Installation et mise en place du stand  Statut auto-entrepreneur et permis pour conduire un petit camion seraient un plus.  © Vente, encaissement et rangement  © Participation au chargemen"
1597475655721463.jpg,1597475655721463,,,"RRECRUTEMENT | a  CONTRAT : CDD SAISONNIER  POSTE BASÉ À DUN-LES-PLACES  POSTE À POURVOIR DES QUE POSSIBLE  AUCUN DÉPLACEMENT À PRÉVOIR  POSSIBILITÉ DE LOGEMENT SUR PLACE  © Motivation et envie d'apprendre @ Goût du travail en équipe @ Capacité à travailler en extérieur par tous les temps  @ Expérience en sylviculture, plantation forestière ou travaux en forêt appréciée  4 ENVOYEZ VOTRE CANDIDATURE  (CV + COORDONNEES) adult 4 à © > M NUVIALE = EN MESSAGE PRIVÉ OÙ PAR EMAIL"
1289069929867875.jpg,1289069929867875,,,; ue GARDE D'ENFANTS À DOMICE
122115928065251186.jpg,122115928065251186,,,"CAMPING  GIMOUILLE (58)  POLYVALENT (H/F)  REJOIGNEZ NOTRE ÉQUIPE !  @ VOS MISSIONS [a PROFIL RECHERCHÉ  Maintenance générale des hébergements Petits travaux de plomberie / électricité  @ Expérience souhaitée  sparations di @ Polyvatent & autonome Réparations diverses i  @ Bon bricoleur, esprit terrain  © o o © Entretien du camping et des espaces extérieurs © @ Interventions techniques du quotidien o  1 1 Entretien des piscines / analyses | @ Habilitations / CACES = un vrai plus 1 | @ Esprit d'é"
10241315173473482.jpg,10241315173473482,jouvet@gmail.com,jouvet@gmail.com,"Je recherche deux animateur(trice) dynamique et motivé(e) : E 1 SB et 1 AS pour rejoindre mon équipe ‘% dans le cadre d’un séjour itinérant en Corse.  LIEU: Pianotolli, îles Lavezzi, Calacuccia  DATES : GH) 7 juillet au 27 juillet  2.9 PUBLIC:  da :: jeunes de 13 à 15 ans b ACTIVITÉS 3 ; 24 302 Canyoning PROFIL RECHERCHE ities  BAFA ou équivalence avec la qualification PE  9 Sb où psc, q ; ad Randonnées  @ Avoir minimum 21 ans OF Plages  © Avoir minimum 1 an de permis de conduire  gAM Visites de"
10167523572058102.jpg,10167523572058102,,,Financée  RECRUTE  EN ALTERNANCE  ON Accompagnement Formation  us am  ANTS yet ES EE  Nièvre - intervention dans votre Secteur  W_ Formation à Nevers à %  INFO: 07-60-92-69-89 geig-entraidess@aquaterrass.tt | gz2  G1 exrmve 38
1558541976277450.jpg,1558541976277450,,,Socal «=  Onrecrute !  Rejoignez l'équipe  Animateur.trice d'activité  CDD temps plein  Envoyez votre cv et lettre de motivation : isabelle.trouvay@csbazois.org
1975910146650207.jpg,1975910146650207,,,S URGENT - ON RECRUTE IMMÉDIATEMENT 6  TU VEUX UN BOULOT CONCRET EN EXTERIEUR ET VARIÉ ? ?  fa Rejoins une équipe sérieuse C du matériel PRO  e et sérieux > oo Tu aimes le travail extérieur k : S -» Expérience appréciée ep acements avec p rer na . vehicule de l'entreprise X Pas sérieux sabste APPEL DIRECT UNIQUEMENT :- à  : Permis B obligatoire : ; ” zr (Goes 29 35 6250)  » BE ou B96 = gros +) : : “POSTE A POURVOIR IMMÉDIATEMENT - NE TARDE PAS! 1° nr OP RE TES
1724125672259709.jpg,1724125672259709,,,> Ce GP  BREVET PROFESSIONNEL ALTERNANCE COMFORT  me tmp cf  COIFFURE STEPH 03 jy ir oa !  Moi te pq /
1457903299682988.jpg,1457903299682988,,,
1824293218943261.jpg,1824293218943261,,,.  DU 1 MAI 35H SAISON EXPERIENCE AU30/09 | PARSEMANE | 7: EXIGÉE 6 PI. Saint-Sébastien 0386613200 58000 Nevers : ou 0686762379  EJOIGNEZ  NOTRE ÉQUIPE !
1280296640745204.jpg,1280296640745204,,,Nous *: r- recrutons
122190350606873791.jpg,122190350606873791,,,TALENTS EN CUISIN  2- À  LBP  TALENTS
820067147836850.jpg,820067147836850,,,Venez no | £encontret:  endéz-vous
820067134503518.jpg,820067134503518,,,à décbuvrir «  # 'Batiment } . fl  e e \ #7 Tertiaire ‘ a ‘  | Services à la personne
820067091170189.jpg,820067091170189,,,
820067084503523.jpg,820067084503523,,,z fe de . Echanges avec des pro essionnels  LA  Conseils personnalisés  SR; | Accompagnement vers l'alternance  VS ‘Des solutions concrètes
122304069842067710.jpg,122304069842067710,,,Sn et LP rriere o  RECRUTE  AGENT DE MAINTENANCE POLYVALENT (H/F)  TA TE
1262148032700720.jpg,1262148032700720,,,IMPULSIONS5E L'Entreprise aptes CEXX  RECRUTEMENT  Conducteur(trice) Accompagnateur(trice)  Je postule Je partage  Merci!
968473805690453.jpg,968473805690453,,,ON RECR\ TE  Terrain  REJOIGNEZ LA  e DÉVELOPPEZ LE RÉSEAU C P M El D E  D'ADHÉRENTS  © REPRESENTEZ LA CPME DE LA NIÈVRE LOCALEMENT  © PARTICIPEZ AUX EVENEMENTS ÉCONOMIQUES  FIBRE COMMERCIALE  Prob AISANCE RELATIONNELLE AUTONOMIE ET DYNAMISME  FIXE & COMMISSIONS Conditions FRAIS KILOMETRIQUES PRIS EN CHARGE  POSTE BASE DANS LANIEVRE (58)  COTE 58 DZ LAURENTPACAUD7I@ORANGEFR  IÈVRE
122189699468873791.jpg,122189699468873791,,,~ POSTE  A POURVOIR !
1275090571265811.jpg,1275090571265811,,,“+ Nous  ; ‘recrutons
1274436821331186.jpg,1274436821331186,,,; ue GARDE D'ENFANTS À DOMICE
1273520531422815.jpg,1273520531422815,,,
26436962462624066.jpg,26436962462624066,,,"NG LES RIVES DE LA NIEVRE  Ww Résidence médicalisée  NOUS RECRUTONS / AIDE-SOIGNANT(E)  DIPLOME(E)  CDI/CDD TEMPS PLEIN ou VACATIONS  Roulement fixe ¢ en 12h |  F5) 1 week-end sur 2 travaillé  ® Reprise d'ancienneté  POUR NOUS REJOINDRE :  idec@rives-de-la-nievre.fr accueil@rives-de-la-nievre.fr L 03. 86.61.18. 54  sevcesres oe ao #08  9 37 rue Jean Gautherin, Nevers"
1479779197276201.jpg,1479779197276201,,,Not tons  Employé(e) polyvalent(e)  On recrute ! Rejoins une équipe sympa et dynamique  Tu aimes le travail manuel et tu n’as pas peur de bouger ? On a une place pour toi!  Nous recherchons un(e) employé(e) polyvalent(e) pour participer a la vie quotidienne du garage : -Changement de pneus -Entretien des locaux et du parking -Nettoyage des véhicules -Aide aux mécaniciens -Et plein d'autre choses à découvrir selon tes envies !  Pas besoin d’être expert : ta motivation et ton enthousiasme comptent
1479779040609550.jpg,1479779040609550,,,"ecl Mécanicien Automobile (H/F)  £ . £ Débutant ou Confirmé Dans le cadre de son développement et pour répondre à une demande croissante,  notre garage moderne et en pleine expansion recherche un(e) mécanicien(ne} automobile.  A propose de nous Garage reconnu, multimarques et hors réseau constructeur, nous travaillons sur tous types de véhicule du quotidien à des voitures sportives et de collection, Notre équipe est dynamique, professionnelle et évolue dans un environnement moderne et multilingu"
122188392848873791.jpg,122188392848873791,,,~ POSTE  A POURVOIR !
122113303203251186.jpg,122113303203251186,,,À PARTIR DE 16 ANS 100€ NET PAR JOUR MENAGE DES MOBIL-HOMES  “ CONTRATS DE 8H OU 16H PAR SEMAINE ©.  AMBIANCE . PARUS ACCES AUX INFRASTRUCTURES  REJOIGNEZ -NOUS  DU CAMPING  TU RECHERCHES TA PREMIERE EXPERIENCE PROFESSIONNELLE OU UN COMPLEMENT DE SALAIRE ?  TU AS ENVIE DE DÉCOUVRIR L'AMBIANCE CAPFUN AU SEIN DE L'ÉQUIPE SAISONNIERE ?
26901307592807923.jpg,26901307592807923,,,"ENTRAINEUR PERFORMANCE GAF  Structure:  200 licenciés  club formateur qualiclub Argent FFGym section Loisir (baby, éveil, loisir enfant et adulte) section compétition (fédéral B, fédéral A, performance poussines, régionales et nationales) section Team Gym (fédéral et national)  classe UNSS en partenariat avec le collège de Decize  CLUB AFFILIÉ ARGENT  Projet Performance : 4  Situation Géographique:  gymnaste sélectionnée à la RERJ gymnastes identifiées dans les collectifs DRA, régionaux et dépar"
26901307406141275.jpg,26901307406141275,veroniquegenestel970@gmail.com,veroniquegenestel970@gmail.com,"\  _ À L'ESL GYM RECRUTE!  _ENTRAINEUR PERFORMANCE GAF  à partir de Septembre 2026  Qualificati . V Titulaire d'une Licence STAPS entraînement ou équivalence  ¥ Permis B  | Exigences: RE a cystine ._ Connaissances techniques GAF RJ 2025 Qyannde CET Engagé et motivé  Esprit associatif et d'équipe Autonomie, réactif, sérieux Développer notre section performance  Pour plus de renseignements, Contactez nous Mme Véronique Geneste veroniquegenestel970@gmail.com 06.74.98.19.56  médaille de bronze Troph"
1252474177001439.jpg,1252474177001439,,,RECRUTEMENT  Responsable Commercial(e)
10237534591375419.jpg,10237534591375419,,,le Se BH OFFRE D'EMPLOI  5  CDI-TPS PLEIN  Poste ouvert dès aujourd'hui : Animateur/trice Adjoint(e) de la Responsable ae  Enfance / Jeunesse et chargé(e) de diriger I’ ACM 3-10 ans  Convention Collective ALISFA Minimum BPJEPS (LTP) exigé avec UC de Direction ou DUT CARRIERES SOCIALES option animation socioculturelle PERMIS B indispensable. Candidature à envoyer à : direction@csc-lamachine.com  Ca https://www.facebook.com/profile.php?id=100079713169754 ; ; #8  https://www.linkedin.com/company/10
10232814898740199.jpg,10232814898740199,domainedebaliveau@gmail.com,domainedebaliveau@gmail.com,"NOUS RECRUTONS! SAISONNIER(E) AGRICOLE FOIN 2026  Le poste Conduites d’engin et travaux agricoles Domaine Baliveau Travaux de fenaison: fauche, fanage, andainage, pressage... 18600 Sancoins  Temps plein et heures supplémentaires payées Repas fourni (pas d'hébergement prévu)  paca) Période du 10 juin au 31 juillet 2026 Le profil recherché BE {dates flexibles suivant le candidat notamment étudiant)  Majeur(e) /Permis B Expérience souhaitée : conduite d'engins agricoles K Ponctuel{le}, réactif{ve),"
3983700831761633.jpg,3983700831761633,,,
4320971054814700.jpg,4320971054814700,,,"7  Sauvegarde 58  Lesogeurent ag ure gr des d fee aus  Le 02/04/2026  ANNONCE — POSTE À POURVOIR  Association départementale riche de 600 professionnels répartis sur 30 établissements et services et œuvrant à l'accompagnement de 2500 personnes en situation de vulnérabilité sur le territoire Nivernais, la SAUVEGARDE 58  RECRUTE POUR L’EHPAD LES BLES D'OR situé à ACHUN {58} 1 INFIRMIER ( H/F) CDD Temps complet ou partiel  Dans un EHPAD de 37 places au sein d'une Association qui œuvre pour l'accès"
10241899443568576.jpg,10241899443568576,,,"UN TECHNICIEN |, UN PLOMBIER PF MAINTENANCE ¥! CHAUFFACISTE ÿ  & Entretien & dépannage @ Suivi des installations @ Autonomie & rigueur  U  | | & Installations plomberie @ Chauffage / Climatisation  | | & Neuf & rénovation  EZ NOTRE EQUPE = LT & PASSIONNÉE ! =  UNE ENTREPRISE LOCALE & RECONNUE 7 .  | / an) DES PRO ig ( SOS VARIES 2 EIMULANTS i  :  UN ENVIRONNEMENT DE TRAVAIL CONV'VIA  = ENVOYEZ-NOUS “J & VOTRE CANDIDATURE ! aaa  TTT  DIT LIT js  5% contact@canamero.fr  © 03 86 68 15 62  Q Prémery"
122186393204873791.jpg,122186393204873791,,,
122163810980820901.jpg,122163810980820901,,,
1410281337787761.jpg,1410281337787761,,,
822828700861086.jpg,822828700861086,,,"def+  le travail temporaire soidaire  ®  ® ( sm LB alerte ! 5  AGENT DE FINITION ? (PONCAGE/POLISSAGE) H/F  N'hésitez pas à nous contacter ou à venir en agence : 02 48 76 40 81  1, Place Auguste Fournier  EN Q 18150 LA GUERCHE SUR L AUBOIS  ©  entreprise du GROUPES nn À"
122143428812991116.jpg,122143428812991116,,,Nevers (58) io - iw  © 03 73 93 90 92  Qc creme
122170608782741439.jpg,122170608782741439,,,Le  CAB'HUMANIS  ON RECRUTE UN  Médecin Praticien  CDI SERVICE HAD A PROXIMITE DE NEVERS (58) AIDE À L'INSTALLATION + VÉHICULE DE SERVICE  CAB'HUMANIS - L'Humain au Cœur du Recrutement Médical
819794404497849.jpg,819794404497849,,,"CC  Poste à promouvoir sur ADEF et ADEF+ Saint Amand-Montrond  . Type de contrat: Mission intérim Profil recherché : BTP, Industrie, Nettoyage. - Lieu : Secteur de St Amand-Montrond et alentours (18)  ADEF st Amand-Montrond : 24 rueHenri Barbusse 18200 Saint Amand-Montrond 02-48-96-66-06"
819794401164516.jpg,819794401164516,,,"CC  Poste à promouvoir sur ADEF et ADEF+ Saint Amand-Montrond  . Type de contrat: Mission intérim Profil recherché : BTP, Industrie, Nettoyage. - Lieu : Secteur de St Amand-Montrond et alentours (18)  ADEF st Amand-Montrond : 24 rueHenri Barbusse 18200 Saint Amand-Montrond 02-48-96-66-06"
122142930938991116.jpg,122142930938991116,,,rt  / CARRELEUR (H/F) f NEVERS 58  Intérim puis CDI
4487355298177145.jpg,4487355298177145,,,"zn er RÉPUBLIQUE rance oo *:, Travail  Offre n° 20SYTFF  Assistant / Assistante d'éducation (H/F) 58 - PREMERY - © Localiser avec Mappy Publié le 25 mars 2026  Le Collage Achille Millien de Premery recrute une) assistant(e} deducation en CDD (renouvelable) de drot, public à 80% à partir du lundi 36 mars 2026 jusqu'au mardi 21 avril 2026  Sy  COD - 16 Jourts) Vos Missions Contrat travail  Au sein de lo vie scolaire, vous jouez un rôle cle dans le quondien des élèves  Encadrement : Assurer la sécu"
25999258273103374.jpg,25999258273103374,,,"OFFRE D'EMPLOI :  OUVRIER PAYSAGER JF)  POSTE A POURVOIR EN AVRIL  OLIVIER LAURENT5@@WANADOO.FR  06 08 243871  LIEU : 58330 SAINT SAULGE  ENTREPRISE MALTAVERNE PAYSAGES  EXPERIENCE  Expérience en espaces verts BAC PRO CAP PERMIS B et PERMIS BE (remorque)  COMPÉTENCES  - maîtrise de l'entretien des espaces verts - utilisation, connaissances des autillages et matériels utilisés (tronçonneuse, taille haie, débroussailleuse, tondeuse, tracteur...}  - capacité à travailler seul ou en équipe et en hau"
122142829880991116.jpg,122142829880991116,,,UN ACTO NEVERS RECRUTE  OPERATEURS / OPERATRICES DE TRI  DES LE 30/03 13H - 21H
936522905625352.jpg,936522905625352,,,
